,key_0,abv,ibu,beer_id,beer_name,style,style_group,ounces,brewery_id_x,brewery_id_y,brewery_name,city,state
200,231,0.071,16.0,2062,Noche Dulce,American Porter,American Porter,16.0,231,231,Borderlands Brewing Company,Tucson, AZ
201,300,0.045,8.0,1830,Porch Rocker,Radler,other,12.0,300,300,Boston Beer Company,Boston, MA
202,300,0.065,45.0,1629,Rebel IPA,American IPA,American IPA,16.0,300,300,Boston Beer Company,Boston, MA
203,300,0.049,30.0,1349,Boston Lager,Vienna Lager,other,16.0,300,300,Boston Beer Company,Boston, MA
204,300,0.053,15.0,1281,Samuel Adams Octoberfest,Märzen / Oktoberfest,other,12.0,300,300,Boston Beer Company,Boston, MA
205,300,0.053,7.0,1144,Samuel Adams Summer Ale,American Pale Wheat Ale,American Pale Wheat Ale,12.0,300,300,Boston Beer Company,Boston, MA
206,417,0.049,35.0,1395,Hazed & Infused,American Pale Ale (APA),American Pale Ale (APA),12.0,417,417,Boulder Beer Company,Boulder, CO
207,417,0.057,35.0,808,Hoopla Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,417,417,Boulder Beer Company,Boulder, CO
208,417,0.049,35.0,81,Hazed & Infused (2010),American Pale Ale (APA),American Pale Ale (APA),12.0,417,417,Boulder Beer Company,Boulder, CO
209,31,0.062,80.0,2596,Heavy Lifting,American IPA,American IPA,12.0,31,31,Boulevard Brewing Company,Kansas City, MO
210,219,0.06,52.0,2107,Plum St. Porter,American Porter,American Porter,12.0,219,219,Bozeman Brewing Company,Bozeman, MT
211,219,0.07,80.0,1289,Bozone HopZone IPA,American IPA,American IPA,12.0,219,219,Bozeman Brewing Company,Bozeman, MT
212,219,0.06,25.0,1288,Bozone Hefe Weizen,Hefeweizen,other,12.0,219,219,Bozeman Brewing Company,Bozeman, MT
213,207,0.052000000000000005,40.0,2167,Evil Owl,American Amber / Red Ale,American Amber / Red Ale,12.0,207,207,Branchline Brewing Company,San Antonio, TX
214,391,0.042,9.0,1522,Agave Wheat,American Pale Wheat Ale,American Pale Wheat Ale,12.0,391,391,Breckenridge Brewery,Denver, CO
215,391,0.045,15.0,397,SummerBright Ale,American Pale Wheat Ale,American Pale Wheat Ale,12.0,391,391,Breckenridge Brewery,Denver, CO
216,391,0.062,68.0,193,Lucky U IPA,American IPA,American IPA,12.0,391,391,Breckenridge Brewery,Denver, CO
217,391,0.054000000000000006,19.0,83,Avalanche Ale,American Amber / Red Ale,American Amber / Red Ale,12.0,391,391,Breckenridge Brewery,Denver, CO
218,308,0.07200000000000001,60.0,1801,Last Stop IPA,American IPA,American IPA,12.0,308,308,Brew Bus Brewing,Tampa, FL
219,308,0.05,21.0,1800,Rollin Dirty Red Ale,Irish Red Ale,other,12.0,308,308,Brew Bus Brewing,Tampa, FL
220,308,0.055,28.0,1799,Are Wheat There Yet?,American Pale Wheat Ale,American Pale Wheat Ale,12.0,308,308,Brew Bus Brewing,Tampa, FL
221,493,0.05,15.0,921,Northern Lights Amber Ale,American Amber / Red Ale,American Amber / Red Ale,12.0,493,493,Broken Tooth Brewing Company,Anchorage, AK
222,493,0.052000000000000005,17.0,920,Polar Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,493,493,Broken Tooth Brewing Company,Anchorage, AK
223,493,0.061,64.0,648,Fairweather IPA,American IPA,American IPA,12.0,493,493,Broken Tooth Brewing Company,Anchorage, AK
224,437,0.068,47.0,1279,East India Pale Ale,English India Pale Ale (IPA),other,16.0,437,437,Brooklyn Brewery,Brooklyn, NY
225,530,0.073,85.0,383,Black Adder IBA (Current),American Black Ale,other,16.0,530,530,Buckbean Brewing Company,Reno, NV
226,530,0.062,42.0,28,Tule Duck Red Ale (Current),American Amber / Red Ale,American Amber / Red Ale,16.0,530,530,Buckbean Brewing Company,Reno, NV
227,530,0.0579999999999999,35.0,27,Original Orange Blossom Ale (Current),Herbed / Spiced Beer,other,16.0,530,530,Buckbean Brewing Company,Reno, NV
228,530,0.052000000000000005,40.0,26,Black Noddy Lager (Current),Schwarzbier,other,16.0,530,530,Buckbean Brewing Company,Reno, NV
229,214,0.06,40.0,2125,1836,American Blonde Ale,American Blonde Ale,12.0,214,214,Buffalo Bayou Brewing Company,Houston, TX
230,214,0.06,20.0,2124,Summer's Wit,Witbier,other,12.0,214,214,Buffalo Bayou Brewing Company,Houston, TX
231,214,0.09,118.0,2123,More Cowbell,American Double / Imperial IPA,American Double / Imperial IPA,16.0,214,214,Buffalo Bayou Brewing Company,Houston, TX
232,24,0.055,40.0,2478,Pale Alement,American Pale Ale (APA),American Pale Ale (APA),12.0,24,24,Burn 'Em Brewing,Michigan City, IN
233,24,0.099,115.0,2471,Hopkick Dropkick,American Double / Imperial IPA,American Double / Imperial IPA,12.0,24,24,Burn 'Em Brewing,Michigan City, IN
234,24,0.068,16.0,2160,Joey Wheat,American Pale Wheat Ale,American Pale Wheat Ale,16.0,24,24,Burn 'Em Brewing,Michigan City, IN
235,24,0.07200000000000001,86.0,2158,3:33 Black IPA,American IPA,American IPA,16.0,24,24,Burn 'Em Brewing,Michigan City, IN
236,197,0.05,14.0,2196,Couch Select Lager,American Pale Lager,other,12.0,197,197,Burnside Brewing Co.,Portland, OR
237,517,0.0559999999999999,36.0,668,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,517,517,Butcher's Brewing,Carlsbad, CA
238,182,0.053,25.0,2214,Horny Toad Cerveza,American Blonde Ale,American Blonde Ale,16.0,182,182,COOP Ale Works,Oklahoma City, OK
239,182,0.063,35.0,2213,Native Amber,American Amber / Red Ale,American Amber / Red Ale,16.0,182,182,COOP Ale Works,Oklahoma City, OK
240,182,0.068,100.0,1442,F5 IPA,American IPA,American IPA,16.0,182,182,COOP Ale Works,Oklahoma City, OK
241,182,0.063,35.0,170,Native Amber (2013),American Amber / Red Ale,American Amber / Red Ale,16.0,182,182,COOP Ale Works,Oklahoma City, OK
242,182,0.053,25.0,169,Horny Toad Cerveza (2013),American Blonde Ale,American Blonde Ale,16.0,182,182,COOP Ale Works,Oklahoma City, OK
243,155,0.068,100.0,2315,Hopportunity Knocks IPA,American IPA,American IPA,12.0,155,155,Caldera Brewing Company,Ashland, OR
244,155,0.0559999999999999,55.0,1419,Caldera Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,155,155,Caldera Brewing Company,Ashland, OR
245,155,0.039,16.0,878,Lawnmower Lager,American Adjunct Lager,other,12.0,155,155,Caldera Brewing Company,Ashland, OR
246,155,0.054000000000000006,24.0,794,Ashland Amber Ale (2009),American Amber / Red Ale,American Amber / Red Ale,12.0,155,155,Caldera Brewing Company,Ashland, OR
247,155,0.061,94.0,793,Caldera IPA (2009),American IPA,American IPA,12.0,155,155,Caldera Brewing Company,Ashland, OR
248,155,0.061,94.0,792,Caldera IPA (2007),American IPA,American IPA,12.0,155,155,Caldera Brewing Company,Ashland, OR
249,155,0.0559999999999999,55.0,791,Caldera Pale Ale (2010),American Pale Ale (APA),American Pale Ale (APA),12.0,155,155,Caldera Brewing Company,Ashland, OR
250,155,0.0559999999999999,55.0,790,Caldera Pale Ale (2009),American Pale Ale (APA),American Pale Ale (APA),12.0,155,155,Caldera Brewing Company,Ashland, OR
251,155,0.0559999999999999,55.0,789,Caldera Pale Ale (2005),American Pale Ale (APA),American Pale Ale (APA),12.0,155,155,Caldera Brewing Company,Ashland, OR
252,155,0.0559999999999999,55.0,788,Caldera Pale Ale (2007),American Pale Ale (APA),American Pale Ale (APA),12.0,155,155,Caldera Brewing Company,Ashland, OR
253,155,0.0559999999999999,55.0,38,Caldera Pale Ale (2011),American Pale Ale (APA),American Pale Ale (APA),12.0,155,155,Caldera Brewing Company,Ashland, OR
254,155,0.054000000000000006,24.0,37,Ashland Amber Ale,American Amber / Red Ale,American Amber / Red Ale,12.0,155,155,Caldera Brewing Company,Ashland, OR
255,155,0.061,94.0,36,Caldera IPA,American IPA,American IPA,12.0,155,155,Caldera Brewing Company,Ashland, OR
256,230,0.099,43.0,2068,Imperial Pumpkin Stout,Pumpkin Ale,other,16.0,230,230,Cape Ann Brewing Company,Gloucester, MA
257,230,0.09,130.0,2067,Dead-Eye DIPA,American Double / Imperial IPA,American Double / Imperial IPA,16.0,230,230,Cape Ann Brewing Company,Gloucester, MA
258,230,0.055,64.0,2066,Fisherman's IPA,American IPA,American IPA,12.0,230,230,Cape Ann Brewing Company,Gloucester, MA
259,230,0.054000000000000006,35.0,2065,Fisherman's Pils,German Pilsener,other,12.0,230,230,Cape Ann Brewing Company,Gloucester, MA
260,230,0.055,30.0,2064,Fisherman's Brew,American Amber / Red Ale,American Amber / Red Ale,12.0,230,230,Cape Ann Brewing Company,Gloucester, MA
261,267,0.055,35.0,1928,Cape Cod Red,American Amber / Red Ale,American Amber / Red Ale,16.0,267,267,Cape Cod Beer,Hyannis, MA
262,267,0.049,10.0,1927,Beach Blonde,American Blonde Ale,American Blonde Ale,16.0,267,267,Cape Cod Beer,Hyannis, MA
263,192,0.065,80.0,2227,Dark Voyage Black IPA (2013),American Black Ale,other,12.0,192,192,Capital Brewery,Middleton, WI
264,192,0.052000000000000005,28.0,2226,Wisconsin Amber,Vienna Lager,other,12.0,192,192,Capital Brewery,Middleton, WI
265,192,0.046,18.0,2225,Lake House,Munich Helles Lager,other,12.0,192,192,Capital Brewery,Middleton, WI
266,192,0.0559999999999999,55.0,1954,Ghost Ship White IPA,American IPA,American IPA,12.0,192,192,Capital Brewery,Middleton, WI
267,192,0.062,70.0,1177,Mutiny IPA,American IPA,American IPA,12.0,192,192,Capital Brewery,Middleton, WI
268,179,0.059000000000000004,22.0,2255,Santa's Secret,Winter Warmer,other,16.0,179,179,Carolina Brewery,Pittsboro, NC
269,222,0.099,100.0,2094,Epitome,American Black Ale,other,16.0,222,222,Carton Brewing Company,Atlantic Highlands, NJ
270,222,0.039,9.0,1941,Monkey Chased the Weasel,Berliner Weissbier,other,16.0,222,222,Carton Brewing Company,Atlantic Highlands, NJ
271,222,0.078,80.0,1940,077XX,American Double / Imperial IPA,American Double / Imperial IPA,16.0,222,222,Carton Brewing Company,Atlantic Highlands, NJ
272,222,0.042,35.0,1439,Boat Beer,American IPA,American IPA,12.0,222,222,Carton Brewing Company,Atlantic Highlands, NJ
273,285,0.048,16.0,1882,Whitecap Wit,Witbier,other,16.0,285,285,Catawba Island Brewing,Port Clinton, OH
274,285,0.078,16.0,1881,Seiche Scottish Ale,Scottish Ale,other,16.0,285,285,Catawba Island Brewing,Port Clinton, OH
275,29,0.085,90.0,2600,Gone A-Rye,American Double / Imperial IPA,American Double / Imperial IPA,16.0,29,29,Cedar Creek Brewery,Seven Points, TX
276,29,0.068,70.0,2052,Dankosaurus,American IPA,American IPA,16.0,29,29,Cedar Creek Brewery,Seven Points, TX
277,29,0.051,35.0,1584,Scruffy's Smoked Alt,Smoked Beer,other,16.0,29,29,Cedar Creek Brewery,Seven Points, TX
278,29,0.051,36.0,1182,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),American Pale Ale (APA),16.0,29,29,Cedar Creek Brewery,Seven Points, TX
279,29,0.05,18.0,1050,The Lawn Ranger,Cream Ale,other,16.0,29,29,Cedar Creek Brewery,Seven Points, TX
280,122,0.05,40.0,2377,Main St. Virginia Ale,Altbier,other,12.0,122,122,Center of the Universe Brewing C...,Ashland, VA
281,122,0.045,24.0,1839,Chin Music Amber Lager,American Amber / Red Lager,other,12.0,122,122,Center of the Universe Brewing C...,Ashland, VA
282,122,0.052000000000000005,42.0,1247,Ray Ray’s Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,122,122,Center of the Universe Brewing C...,Ashland, VA
283,350,0.051,15.0,1649,Chai Ale,Herbed / Spiced Beer,other,16.0,350,350,Central Coast Brewing Company,San Luis Obispo, CA
284,350,0.07200000000000001,85.0,1648,Lucky Day IPA,American IPA,American IPA,16.0,350,350,Central Coast Brewing Company,San Luis Obispo, CA
285,350,0.095,99.0,1647,Terrace Hill Double IPA,American Double / Imperial IPA,American Double / Imperial IPA,16.0,350,350,Central Coast Brewing Company,San Luis Obispo, CA
286,350,0.075,77.0,1646,Catch 23,American Black Ale,other,16.0,350,350,Central Coast Brewing Company,San Luis Obispo, CA
287,236,0.06,45.0,2056,Black Me Stout,American Stout,other,12.0,236,236,Champion Brewing Company,Charlottesville, VA
288,236,0.05,22.0,2055,Killer Kolsch,Kölsch,Kölsch,12.0,236,236,Champion Brewing Company,Charlottesville, VA
289,236,0.07,65.0,1933,Missile IPA,American IPA,American IPA,12.0,236,236,Champion Brewing Company,Charlottesville, VA
290,250,0.065,8.0,2018,Ale Cider,Fruit / Vegetable Beer,Fruit / Vegetable Beer,16.0,250,250,Chapman's Brewing,Angola, IN
291,250,0.055,30.0,2017,Pail Ale,American Pale Ale (APA),American Pale Ale (APA),16.0,250,250,Chapman's Brewing,Angola, IN
292,226,0.08,69.0,2080,8 Barrel,American Strong Ale,other,16.0,226,226,Chatham Brewing,Chatham, NY
293,226,0.055,40.0,2079,Oktoberfest,Märzen / Oktoberfest,other,16.0,226,226,Chatham Brewing,Chatham, NY
294,121,0.057,58.0,2380,IPA #11,American IPA,American IPA,16.0,121,121,Cheboygan Brewing Company,Cheboygan, MI
295,121,0.057,10.0,2379,Blood Orange Honey,Fruit / Vegetable Beer,Fruit / Vegetable Beer,16.0,121,121,Cheboygan Brewing Company,Cheboygan, MI
296,99,0.08900000000000001,126.0,2440,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,American Double / Imperial IPA,12.0,99,99,Christian Moerlein Brewing Company,Cincinnati, OH
297,526,0.049,29.0,567,Churchkey Pilsner Style Beer,American Pilsner,other,12.0,526,526,Churchkey Can Company,Seattle, WA
298,141,0.055,25.0,2349,Cubano Espresso,Bock,other,12.0,141,141,Cigar City Brewing Company,Tampa, FL
299,141,0.062,65.0,2014,Operation Homefront,American IPA,American IPA,12.0,141,141,Cigar City Brewing Company,Tampa, FL
300,141,0.0819999999999999,65.0,2013,Wandering Pelican,American Black Ale,other,12.0,141,141,Cigar City Brewing Company,Tampa, FL
301,141,0.07,60.0,1726,Hopped on the High Seas (Hop #529),American IPA,American IPA,12.0,141,141,Cigar City Brewing Company,Tampa, FL
302,141,0.07,60.0,1725,Hopped on the High Seas (Calypso),American IPA,American IPA,12.0,141,141,Cigar City Brewing Company,Tampa, FL
303,141,0.07,60.0,1694,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,American IPA,12.0,141,141,Cigar City Brewing Company,Tampa, FL
304,141,0.07,60.0,1693,Hopped on the High Seas (Citra),American IPA,American IPA,12.0,141,141,Cigar City Brewing Company,Tampa, FL
305,141,0.07,60.0,1692,Hopped on the High Seas (Ahtanum),American IPA,American IPA,12.0,141,141,Cigar City Brewing Company,Tampa, FL
306,141,0.075,70.0,1142,Humidor Series India Pale Ale,American IPA,American IPA,12.0,141,141,Cigar City Brewing Company,Tampa, FL
307,141,0.075,70.0,1141,Jai Alai IPA Aged on White Oak,American IPA,American IPA,12.0,141,141,Cigar City Brewing Company,Tampa, FL
308,141,0.08,65.0,1140,José Martí American Porter,American Porter,American Porter,12.0,141,141,Cigar City Brewing Company,Tampa, FL
309,141,0.055,25.0,1138,Maduro Brown Ale,English Brown Ale,other,12.0,141,141,Cigar City Brewing Company,Tampa, FL
310,141,0.07200000000000001,75.0,569,Tocobaga Red Ale,American Amber / Red Ale,American Amber / Red Ale,12.0,141,141,Cigar City Brewing Company,Tampa, FL
311,141,0.075,70.0,546,Jai Alai IPA,American IPA,American IPA,12.0,141,141,Cigar City Brewing Company,Tampa, FL
312,141,0.05,18.0,545,Florida Cracker Belgian Wit,Witbier,other,12.0,141,141,Cigar City Brewing Company,Tampa, FL
313,320,0.067,60.0,1772,Jacaranada Rye IPA,American IPA,American IPA,16.0,320,320,Claremont Craft Ales,Claremont, CA
314,418,0.06,75.0,1393,Cascadian Dark Ale,American Black Ale,other,12.0,418,418,Coalition Brewing Company,Portland, OR
315,418,0.044000000000000004,13.0,893,Wheat the People,American Pale Wheat Ale,American Pale Wheat Ale,16.0,418,418,Coalition Brewing Company,Portland, OR
316,415,0.047,17.0,1407,Tybee Island Blonde,American Blonde Ale,American Blonde Ale,12.0,415,415,Coastal Empire Beer Company,Savannah, GA
317,415,0.062,55.0,1406,Savannah Brown Ale,American Brown Ale,American Brown Ale,12.0,415,415,Coastal Empire Beer Company,Savannah, GA
318,101,0.046,11.0,2438,Rhode Island Blueberry,Kölsch,Kölsch,12.0,101,101,Coastal Extreme Brewing Company,Newport, RI
319,101,0.065,75.0,2437,Newport Storm IPA,American IPA,American IPA,12.0,101,101,Coastal Extreme Brewing Company,Newport, RI
320,101,0.052000000000000005,24.0,751,Hurricane Amber Ale (2004),American Amber / Red Ale,American Amber / Red Ale,12.0,101,101,Coastal Extreme Brewing Company,Newport, RI
321,101,0.052000000000000005,24.0,120,Hurricane Amber Ale,American Amber / Red Ale,American Amber / Red Ale,12.0,101,101,Coastal Extreme Brewing Company,Newport, RI
322,482,0.068,75.0,970,Des Moines IPA,American IPA,American IPA,16.0,482,482,Confluence Brewing Company,Des Moines, IA
323,482,0.048,22.0,969,Capital Gold Golden Lager,German Pilsener,other,16.0,482,482,Confluence Brewing Company,Des Moines, IA
324,482,0.0559999999999999,21.0,968,Farmer John's Multi-Grain Ale,American Blonde Ale,American Blonde Ale,16.0,482,482,Confluence Brewing Company,Des Moines, IA
325,515,0.075,29.0,659,Crabtree Oatmeal Stout,Oatmeal Stout,other,16.0,515,515,Crabtree Brewing Company,Greeley, CO
326,515,0.077,71.0,556,Eclipse Black IPA,American Black Ale,other,16.0,515,515,Crabtree Brewing Company,Greeley, CO
327,63,0.06,46.0,2538,Neomexicanus Native,American Pale Ale (APA),American Pale Ale (APA),12.0,63,63,Crazy Mountain Brewing Company,Edwards, CO
328,63,0.075,25.0,2355,Old Soul,Belgian Strong Pale Ale,other,12.0,63,63,Crazy Mountain Brewing Company,Edwards, CO
329,63,0.052000000000000005,15.0,685,Lava Lake Wit,Witbier,other,12.0,63,63,Crazy Mountain Brewing Company,Edwards, CO
330,63,0.052000000000000005,25.0,356,Crazy Mountain Amber Ale,American Amber / Red Ale,American Amber / Red Ale,12.0,63,63,Crazy Mountain Brewing Company,Edwards, CO
331,247,0.065,65.0,2029,Tropicalia,American IPA,American IPA,12.0,247,247,Creature Comforts,Athens, GA
332,169,0.049,25.0,2293,Aviator Raspberry Blonde,American Blonde Ale,American Blonde Ale,12.0,169,169,Crooked Fence Brewing Company,Garden City, ID
333,472,0.06,31.0,1057,South Ridge Amber Ale,American Amber / Red Ale,American Amber / Red Ale,16.0,472,472,Crystal Springs Brewing Company,Boulder, CO
334,472,0.052000000000000005,23.0,681,Summertime Ale,Kölsch,Kölsch,16.0,472,472,Crystal Springs Brewing Company,Boulder, CO
335,227,0.05,15.0,1809,The Tradition,American Blonde Ale,American Blonde Ale,12.0,227,227,DC Brau Brewing Company,Washington, DC
336,227,0.053,11.0,1263,El Hefe Speaks,Hefeweizen,other,12.0,227,227,DC Brau Brewing Company,Washington, DC
337,227,0.092,115.0,851,On the Wings of Armageddon,American Double / Imperial IPA,American Double / Imperial IPA,12.0,227,227,DC Brau Brewing Company,Washington, DC
338,227,0.065,80.0,186,The Corruption,American IPA,American IPA,12.0,227,227,DC Brau Brewing Company,Washington, DC
339,330,0.063,37.0,1746,Dead Armadillo Amber Ale,American Amber / Red Ale,American Amber / Red Ale,12.0,330,330,Dead Armadillo Craft Brewing,Tulsa, OK
340,127,0.075,33.0,2251,Oak Cliff Coffee Ale,American Brown Ale,American Brown Ale,12.0,127,127,Deep Ellum Brewing Company,Dallas, TX
341,127,0.085,100.0,2166,Dream Crusher Double IPA,American Double / Imperial IPA,American Double / Imperial IPA,12.0,127,127,Deep Ellum Brewing Company,Dallas, TX
342,127,0.048,25.0,1202,Farmhouse Wit,Saison / Farmhouse Ale,other,16.0,127,127,Deep Ellum Brewing Company,Dallas, TX
343,127,0.052000000000000005,23.0,946,Dallas Blonde,American Blonde Ale,American Blonde Ale,12.0,127,127,Deep Ellum Brewing Company,Dallas, TX
344,127,0.07,70.0,943,Deep Ellum IPA,American IPA,American IPA,12.0,127,127,Deep Ellum Brewing Company,Dallas, TX
345,283,0.045,44.0,1886,Thrasher Session India Pale Ale,American IPA,American IPA,12.0,283,283,Defiance Brewing Company,Hays, KS
346,283,0.05,16.0,1885,Gutch English Style Mild Ale,English Pale Mild Ale,other,12.0,283,283,Defiance Brewing Company,Hays, KS
347,453,0.059000000000000004,55.0,1213,Chuli Stout,Irish Dry Stout,other,12.0,453,453,Denali Brewing Company,Talkeetna, AK
348,453,0.0559999999999999,46.0,1159,Mother Ale,American Blonde Ale,American Blonde Ale,12.0,453,453,Denali Brewing Company,Talkeetna, AK
349,453,0.065,71.0,947,Twister Creek India Pale Ale,American IPA,American IPA,12.0,453,453,Denali Brewing Company,Talkeetna, AK
350,453,0.0579999999999999,46.0,929,Single Engine Red,Irish Red Ale,other,12.0,453,453,Denali Brewing Company,Talkeetna, AK
351,454,0.05,40.0,1210,Mirror Pond Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,454,454,Deschutes Brewery,Bend, OR
352,57,0.052000000000000005,16.0,2550,Weissenheimer,Hefeweizen,other,12.0,57,57,Destihl Brewery,Bloomington, IL
353,57,0.049,22.0,2505,Abbey's Single (2015- ),Abbey Single Ale,other,12.0,57,57,Destihl Brewery,Bloomington, IL
354,57,0.063,76.0,2025,Vertex IPA,American IPA,American IPA,12.0,57,57,Destihl Brewery,Bloomington, IL
355,57,0.05,12.0,2021,Here Gose Nothin',Gose,other,12.0,57,57,Destihl Brewery,Bloomington, IL
356,57,0.096,85.0,1888,Hoperation Overload,American Double / Imperial IPA,American Double / Imperial IPA,12.0,57,57,Destihl Brewery,Bloomington, IL
357,57,0.049,22.0,1887,Abbey's Single Ale (Current),Abbey Single Ale,other,12.0,57,57,Destihl Brewery,Bloomington, IL
358,237,0.044000000000000004,45.0,2051,Bravo Four Point,American Pale Ale (APA),American Pale Ale (APA),12.0,237,237,Devil's Backbone Brewing Company,Lexington, VA
359,237,0.052000000000000005,26.0,1201,Striped Bass Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,237,237,Devil's Backbone Brewing Company,Lexington, VA
360,491,0.054000000000000006,27.0,924,Deadicated Amber,American Amber / Red Ale,American Amber / Red Ale,16.0,491,491,Devil's Canyon Brewery,Belmont, CA
361,491,0.071,85.0,730,California Sunshine Rye IPA,American IPA,American IPA,16.0,491,491,Devil's Canyon Brewery,Belmont, CA
362,491,0.07400000000000001,12.0,647,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,other,16.0,491,491,Devil's Canyon Brewery,Belmont, CA
363,311,0.065,72.0,1795,Filthy Hoppin' IPA,American IPA,American IPA,16.0,311,311,Dirty Bucket Brewing Company,Woodinville, WA
364,496,0.066,100.0,881,Hop Abomination,American IPA,American IPA,12.0,496,496,Dry Dock Brewing Company,Aurora, CO
365,496,0.051,17.0,880,Apricot Blonde,Fruit / Vegetable Beer,Fruit / Vegetable Beer,12.0,496,496,Dry Dock Brewing Company,Aurora, CO
366,496,0.043,12.0,872,Dry Dock Hefeweizen,Hefeweizen,other,12.0,496,496,Dry Dock Brewing Company,Aurora, CO
367,496,0.0579999999999999,49.0,871,Dry Dock Amber Ale,American Amber / Red Ale,American Amber / Red Ale,12.0,496,496,Dry Dock Brewing Company,Aurora, CO
368,340,0.061,64.0,1685,Category 3 IPA,American IPA,American IPA,12.0,340,340,Due South Brewing Company,Boynton Beach, FL
369,538,0.045,18.0,457,Dundee Summer Wheat Beer,American Pale Wheat Ale,American Pale Wheat Ale,12.0,538,538,Dundee Brewing Company,Rochester, NY
370,369,0.078,74.0,1382,Crank Yanker IPA,American IPA,American IPA,16.0,369,369,Eddyline Brewery & Restaurant,Buena Vista, CO
371,369,0.078,74.0,395,Crank Yanker IPA (2011),American IPA,American IPA,16.0,369,369,Eddyline Brewery & Restaurant,Buena Vista, CO
372,516,0.049,25.0,673,Dottie Seattle Lager,American Amber / Red Lager,other,16.0,516,516,Emerald City Beer Company,Seattle, WA
373,170,0.043,60.0,2292,Little Sister India Style Session Ale,American IPA,American IPA,12.0,170,170,Everybody's Brewing,White Salmon, WA
374,170,0.062,80.0,1504,Country Boy IPA,American IPA,American IPA,12.0,170,170,Everybody's Brewing,White Salmon, WA
375,26,0.049,23.0,2604,Blonde Czich,American Blonde Ale,American Blonde Ale,16.0,26,26,Evil Czech Brewery,Mishawaka, IN
376,26,0.07,61.0,2432,White Reaper,Belgian IPA,other,16.0,26,26,Evil Czech Brewery,Mishawaka, IN
377,26,0.054000000000000006,48.0,1967,General George Patton Pilsner,Czech Pilsener,other,16.0,26,26,Evil Czech Brewery,Mishawaka, IN
378,335,0.05,32.0,1722,Iron Horse Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,335,335,Fargo Brewing Company,Fargo, ND
379,335,0.045,19.0,1435,Stone's Throw IPA,Scottish Ale,other,12.0,335,335,Fargo Brewing Company,Fargo, ND
380,335,0.067,70.0,1434,Wood Chipper India Pale Ale,American IPA,American IPA,12.0,335,335,Fargo Brewing Company,Fargo, ND
381,224,0.063,55.0,2089,Trail Head,American Pale Ale (APA),American Pale Ale (APA),12.0,224,224,Fat Head's Brewery,Middleburg Heights, OH
382,224,0.07,80.0,2088,Hop Stalker Fresh Hop IPA,American IPA,American IPA,16.0,224,224,Fat Head's Brewery,Middleburg Heights, OH
383,405,0.07,58.0,1455,Sudice American Stout,American Stout,other,16.0,405,405,Fate Brewing Company,Boulder, CO
384,405,0.05,20.0,1454,Parcae Belgian Style Pale Ale,Belgian Pale Ale,other,16.0,405,405,Fate Brewing Company,Boulder, CO
385,405,0.05,20.0,1453,Norns Roggenbier,Roggenbier,other,16.0,405,405,Fate Brewing Company,Boulder, CO
386,405,0.05,20.0,1452,Laimas Kölsch Style Ale,Kölsch,Kölsch,16.0,405,405,Fate Brewing Company,Boulder, CO
387,405,0.07,70.0,1451,Moirai India Pale Ale,American IPA,American IPA,16.0,405,405,Fate Brewing Company,Boulder, CO
388,201,0.075,53.0,2191,Loki Red Ale,American Amber / Red Ale,American Amber / Red Ale,16.0,201,201,Fearless Brewing Company,Estacada, OR
389,201,0.075,53.0,895,Loki Red Ale (2013),American Amber / Red Ale,American Amber / Red Ale,16.0,201,201,Fearless Brewing Company,Estacada, OR
390,172,0.0819999999999999,80.0,1929,Second Fiddle,American Double / Imperial IPA,American Double / Imperial IPA,16.0,172,172,Fiddlehead Brewing Company,Shelburne, VT
391,172,0.055,30.0,1858,Hodad Porter,American Porter,American Porter,16.0,172,172,Fiddlehead Brewing Company,Shelburne, VT
392,36,0.055,45.0,2590,Czech Yo Self,Czech Pilsener,other,12.0,36,36,Figueroa Mountain Brewing Company,Buellton, CA
393,36,0.048,20.0,1968,FMB 101,Kölsch,Kölsch,12.0,36,36,Figueroa Mountain Brewing Company,Buellton, CA
394,256,0.08,80.0,1664,Sobek & Set,American Black Ale,other,16.0,256,256,Finch's Beer Company,Chicago, IL
395,256,0.05,22.0,1662,Wet Hot American Wheat Ale,American Pale Wheat Ale,American Pale Wheat Ale,16.0,256,256,Finch's Beer Company,Chicago, IL
396,256,0.08,72.0,935,Fascist Pig Ale,American Amber / Red Ale,American Amber / Red Ale,16.0,256,256,Finch's Beer Company,Chicago, IL
397,48,0.045,47.0,2569,Easy Jack,American IPA,American IPA,12.0,48,48,Firestone Walker Brewing Company,Paso Robles, CA
398,48,0.075,75.0,2463,Union Jack,American IPA,American IPA,12.0,48,48,Firestone Walker Brewing Company,Paso Robles, CA
